DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
2021-07-26,49.515,51.137,49.468,50.922,32.88
2021-07-23,51.175,51.297,49.056,49.693,67.74
2021-07-22,52.562,53.012,52.206,52.469,36.69
2021-07-21,51.737,52.769,51.578,52.722,18.50
2021-07-20,51.489,52.094,50.883,51.794,19.87
2021-07-19,51.015,51.386,50.603,51.231,27.01
2021-07-16,52.553,53.378,51.475,51.54,25.26
2021-07-15,52.881,52.881,52.103,52.328,18.92
2021-07-14,53.603,53.87,52.819,52.994,16.26
2021-07-13,53.087,53.725,52.825,53.322,15.72
2021-07-12,52.75,53.214,52.609,53.191,15.39
2021-07-09,52.047,52.605,51.859,52.497,18.71
2021-07-08,51.859,52.244,51.372,51.934,19.16
2021-07-07,52.853,52.928,52.23,52.469,14.86
2021-07-06,53.369,53.453,52.225,52.591,26.19
2021-07-02,53.022,53.434,52.806,53.219,17.22
2021-07-01,52.628,53.106,52.384,52.516,24.87
2021-06-30,52.825,52.858,51.934,52.637,29.89
2021-06-29,53.959,54.222,52.394,53.209,26.36
2021-06-28,52.844,54.124,52.825,53.894,22.48
2021-06-25,52.525,52.886,52.267,52.422,21.10
2021-06-24,52.028,52.60,51.887,52.572,21.21
2021-06-23,52.384,52.482,51.784,51.812,20.29
2021-06-22,52.45,52.769,52.042,52.384,18.68
2021-06-21,52.272,52.544,51.915,52.384,19.25
2021-06-18,53.144,53.209,51.662,52.197,55.12
2021-06-17,53.491,54.288,53.162,53.613,21.50
2021-06-16,54.522,54.728,53.223,53.65,21.88
2021-06-15,54.578,54.77,54.194,54.372,20.81
2021-06-14,54.40,54.569,53.659,54.56,21.78
2021-06-11,53.884,54.325,53.397,54.241,18.12
2021-06-10,53.584,54.409,53.373,53.80,26.74
2021-06-09,53.781,53.889,53.416,53.444,13.90
2021-06-08,53.866,54.044,53.069,53.444,33.25
2021-06-07,53.828,53.856,53.233,53.528,17.36
2021-06-04,53.022,54.147,53.012,53.791,21.49
2021-06-03,53.425,53.538,52.586,52.731,21.83
2021-06-02,53.359,54.091,53.214,53.894,18.48
2021-06-01,54.016,54.213,53.059,53.341,20.33
2021-05-28,53.959,54.053,53.388,53.556,20.31
2021-05-27,53.547,54.269,53.444,54.128,32.39
2021-05-26,53.491,53.659,53.055,53.369,15.17
2021-05-25,53.969,53.969,52.90,53.322,22.31
2021-05-24,53.114,53.809,52.881,53.406,19.16
2021-05-21,52.90,53.172,52.487,52.581,17.72
2021-05-20,52.103,52.731,51.906,52.459,23.15
2021-05-19,50.697,51.972,50.483,51.906,23.77
2021-05-18,52.459,52.637,51.381,51.419,18.70
2021-05-17,51.84,52.403,51.344,51.878,20.01
2021-05-14,51.198,52.362,50.87,51.897,28.16
2021-05-13,50.668,50.997,50.125,50.64,29.19
2021-05-12,50.997,51.24,50.087,50.275,30.23
2021-05-11,51.615,52.159,50.912,51.606,35.97
2021-05-10,53.581,53.659,52.394,52.478,35.05
2021-05-07,54.10,54.391,53.669,54.072,19.96
2021-05-06,53.083,53.678,52.736,53.622,25.53
2021-05-05,53.08,53.397,52.614,52.977,21.00
2021-05-04,53.005,53.098,52.008,53.024,35.32
2021-05-03,53.914,53.934,52.968,53.359,22.28
2021-04-30,53.686,54.45,53.182,53.611,30.73
2021-04-29,53.937,54.328,53.555,54.31,23.29
2021-04-28,53.602,54.198,53.257,53.695,30.39
2021-04-27,54.566,54.636,53.835,54.021,38.17
2021-04-26,55.074,55.465,54.478,54.757,39.65
2021-04-23,55.13,55.913,53.956,55.204,77.52
2021-04-22,59.034,59.556,58.037,58.308,38.26
2021-04-21,58.513,59.431,58.056,59.361,24.36
2021-04-20,59.305,59.417,58.159,58.429,19.87
2021-04-19,60.293,60.33,58.774,59.295,24.00
2021-04-16,60.88,61.057,60.171,60.339,24.63
2021-04-15,59.612,60.772,59.342,60.591,24.93
2021-04-14,60.861,60.926,59.491,59.817,25.77
2021-04-13,61.141,61.163,59.836,60.777,26.82
2021-04-12,63.554,63.824,60.302,60.949,51.27
2021-04-09,62.247,63.74,62.091,63.61,27.18
2021-04-08,62.408,62.706,61.839,62.482,22.22
2021-04-07,61.196,62.035,60.908,61.737,17.79
2021-04-06,61.561,62.04,60.842,61.094,28.77
2021-04-05,60.525,62.194,60.293,62.007,27.95
2021-04-01,60.316,60.47,59.244,60.153,31.42
2021-03-31,59.65,60.097,59.249,59.64,33.01
2021-03-30,59.426,59.64,58.848,59.426,20.71
2021-03-29,59.651,60.689,59.277,60.106,26.16
2021-03-26,57.59,60.544,57.562,60.451,34.71
2021-03-25,57.455,58.186,56.821,57.795,35.40
2021-03-24,62.044,62.846,57.767,57.814,74.58
2021-03-23,61.504,61.551,58.867,59.156,35.16
2021-03-22,60.404,61.858,60.162,61.159,34.38
2021-03-19,58.876,60.563,58.634,59.417,54.95
2021-03-18,61.159,61.224,59.314,59.384,30.11
2021-03-17,59.848,61.774,59.37,61.299,32.39
2021-03-16,59.78,61.253,59.715,60.367,30.19
2021-03-15,59.277,59.524,58.224,59.445,21.25
2021-03-12,58.382,58.988,58.00,58.615,20.17
2021-03-11,58.652,59.724,58.14,58.997,30.70
2021-03-10,58.913,59.752,57.898,58.009,27.16
2021-03-09,57.012,58.862,56.695,58.401,36.39
2021-03-08,56.349,57.492,55.652,55.773,33.11
2021-03-05,55.223,57.008,54.524,56.602,39.51
2021-03-04,55.754,56.132,53.96,54.356,40.21
2021-03-03,56.509,57.329,55.633,55.82,28.74
2021-03-02,58.522,58.839,56.947,57.068,23.32
2021-03-01,57.516,58.783,57.45,58.596,28.50
2021-02-26,56.742,57.488,55.614,56.64,38.22
2021-02-25,58.154,59.212,56.034,56.285,36.39
2021-02-24,56.407,58.969,56.267,58.885,24.67
2021-02-23,56.36,57.306,55.139,56.956,27.37
2021-02-22,57.665,58.429,56.528,56.574,32.29
2021-02-19,57.693,58.951,57.637,58.718,28.29
2021-02-18,56.514,57.758,56.509,57.413,17.85
2021-02-17,57.301,57.949,57.04,57.637,21.07
2021-02-16,57.776,58.587,57.497,58.214,26.33
2021-02-12,56.472,58.252,56.313,57.599,26.21
2021-02-11,55.069,56.835,54.85,56.528,27.54
2021-02-10,55.26,55.372,54.161,54.85,16.33
2021-02-09,54.766,55.27,53.988,54.776,28.75
2021-02-08,54.398,55.186,54.002,55.13,34.36
2021-02-05,54.981,55.055,54.161,54.217,23.43
2021-02-04,53.686,54.869,53.294,54.785,29.85
2021-02-03,53.625,54.029,53.149,53.427,21.89
2021-02-02,52.973,53.983,52.686,53.723,23.58
2021-02-01,51.824,53.158,51.602,52.51,26.93
2021-01-29,51.852,52.945,51.273,51.417,37.26
2021-01-28,50.75,53.168,50.667,51.931,49.20
2021-01-27,50.583,50.804,49.37,49.638,49.72
2021-01-26,51.199,52.056,50.806,51.139,31.49
2021-01-25,52.223,52.334,50.074,51.352,61.97
2021-01-22,54.511,55.224,52.473,52.482,85.73
2021-01-21,54.685,59.235,53.93,57.854,87.16
2021-01-20,53.946,54.853,53.807,54.344,28.70
2021-01-19,53.668,54.038,52.89,53.714,35.65
2021-01-15,54.511,55.252,53.26,53.334,50.27
2021-01-14,54.14,55.705,53.575,54.881,74.68
2021-01-13,55.113,55.807,52.704,52.751,124.07
2021-01-12,48.073,49.879,47.758,49.314,39.88
2021-01-11,47.508,48.388,47.471,47.74,32.93
2021-01-08,48.583,48.657,47.49,47.842,34.63
2021-01-07,47.693,48.805,47.517,48.342,32.09
2021-01-06,46.716,48.305,46.498,47.332,36.81
2021-01-05,45.799,47.082,45.693,46.878,24.87
2020-12-31,45.155,46.489,45.128,46.146,28.58
2020-12-30,45.489,45.563,44.979,45.155,37.39
2020-12-29,43.738,46.931,43.062,45.748,84.53
2020-12-28,43.71,44.123,43.405,43.599,21.27
2020-12-24,43.164,43.618,42.923,43.599,11.87
2020-12-23,42.761,43.562,42.673,43.136,22.56
2020-12-22,42.84,42.923,42.39,42.766,32.19
2020-12-21,42.905,43.025,41.904,42.942,53.78
2020-12-18,46.841,46.943,43.636,43.96,119.30
2020-12-17,47.378,47.536,46.517,46.915,26.40
2020-12-16,46.971,47.666,46.943,47.351,28.35
2020-12-15,47.221,47.249,46.508,46.929,25.47
2020-12-14,46.146,47.554,46.072,46.749,33.44
2020-12-11,46.443,46.443,45.493,46.063,29.40
2020-12-10,45.998,46.98,45.933,46.554,33.71
2020-12-09,46.573,47.09,46.063,46.378,34.07
2020-12-08,46.156,46.98,46.137,46.952,28.96
2020-12-07,47.239,47.508,45.906,46.498,51.04
2020-12-04,47.295,48.768,47.239,48.152,39.77
2020-12-03,46.239,47.341,46.109,47.23,50.26
2020-12-02,45.591,46.369,45.554,46.221,33.75
2020-12-01,45.155,46.522,45.118,45.906,57.78
2020-11-30,43.923,44.924,43.78,44.785,46.33
2020-11-27,43.868,44.553,43.868,43.951,15.92
2020-11-25,43.562,43.701,43.136,43.581,28.13
2020-11-24,42.877,43.812,42.617,43.544,33.90
2020-11-23,42.126,42.803,42.099,42.664,35.49
2020-11-20,42.293,42.497,41.988,42.043,24.20
2020-11-19,41.608,42.302,41.404,42.256,29.47
2020-11-18,42.191,42.316,41.719,41.737,32.82
2020-11-17,42.377,42.719,42.057,42.173,31.07
2020-11-16,42.645,43.303,42.414,42.784,36.31
2020-11-13,41.673,42.219,41.654,42.108,30.90
2020-11-12,42.729,42.784,41.265,41.636,42.91
2020-11-11,42.516,43.03,42.478,42.932,31.50
2020-11-10,42.052,43.053,41.913,42.089,39.22
2020-11-09,43.201,43.859,42.182,42.238,48.48
2020-11-06,42.182,42.418,41.589,42.043,36.23
2020-11-05,42.747,42.96,42.168,42.312,31.10
2020-11-04,41.482,42.438,41.179,42.025,34.75
2020-11-03,41.133,41.804,41.105,41.243,33.59
2020-11-02,41.344,41.431,40.682,40.884,33.86
2020-10-30,40.553,41.192,40.103,40.719,46.79
2020-10-29,40.682,40.894,40.388,40.562,36.80
2020-10-28,41.28,41.643,40.645,40.691,45.07
2020-10-27,42.282,42.677,41.712,41.969,50.13
2020-10-26,44.002,44.011,42.53,42.963,54.16
2020-10-23,44.461,44.751,43.827,44.324,97.32
2020-10-22,48.848,49.859,48.802,49.565,41.52
2020-10-21,48.866,49.721,48.572,49.197,21.87
2020-10-20,50.209,50.301,48.986,49.133,27.22
2020-10-19,50.089,51.708,49.51,50.19,43.54
2020-10-16,49.565,50.301,49.565,49.804,23.42
2020-10-15,48.508,49.639,48.388,49.519,18.27
2020-10-14,49.666,50.025,49.206,49.243,21.89
2020-10-13,49.905,49.924,49.308,49.501,20.01
2020-10-12,49.243,49.841,48.931,49.547,27.30
2020-10-09,49.243,49.519,48.434,48.572,24.34
2020-10-08,48.655,49.271,48.434,49.078,22.37
2020-10-07,47.68,48.646,47.625,48.434,21.98
2020-10-06,47.551,48.462,47.11,47.239,25.64
2020-10-05,47.174,47.643,47.147,47.533,20.88
2020-10-02,47.358,47.799,46.889,46.908,25.81
2020-10-01,48.186,48.48,47.809,48.039,22.13
2020-09-30,47.119,48.167,47.036,47.616,27.71
2020-09-29,47.179,47.574,46.852,47.073,19.69
2020-09-28,46.448,47.321,46.126,47.294,29.65
2020-09-25,45.022,46.236,44.829,45.924,26.63
2020-09-24,44.627,45.648,44.526,45.206,29.34
2020-09-23,45.822,46.112,44.747,44.894,30.08
2020-09-22,45.878,46.172,45.491,45.933,22.29
2020-09-21,45.418,45.744,44.903,45.721,27.38
2020-09-18,46.282,46.439,45.096,45.878,50.12
2020-09-17,45.399,46.425,45.335,46.273,26.96
2020-09-16,46.448,46.926,46.13,46.319,26.56
2020-09-15,45.786,46.531,45.73,45.979,27.60
2020-09-14,44.921,45.721,44.921,45.436,27.21
2020-09-11,45.301,46.025,45.013,45.317,29.33
2020-09-10,45.979,46.062,44.793,45.022,32.65
2020-09-09,45.547,45.95,45.096,45.629,33.44
2020-09-08,45.298,45.887,44.921,44.976,39.75
2020-09-04,46.466,47.11,45.51,46.052,43.32
2020-09-03,48.278,48.388,46.103,46.337,47.39
2020-09-02,47.091,48.443,46.981,48.048,53.00
2020-09-01,46.816,46.898,46.181,46.705,30.52
2020-08-31,46.898,47.358,46.273,46.852,46.11
2020-08-28,45.583,46.714,45.482,46.374,35.38
2020-08-27,45.786,45.914,45.216,45.427,24.42
2020-08-26,45.418,45.675,45.271,45.565,28.62
2020-08-25,45.381,45.868,45.252,45.455,38.38
2020-08-24,45.298,45.427,44.894,45.188,36.30
2020-08-21,45.078,45.344,44.737,45.317,34.32
2020-08-20,45.804,46.163,45.059,45.216,55.08
2020-08-19,44.861,45.041,44.37,44.443,27.77
2020-08-18,45.298,45.583,44.71,44.737,19.25
2020-08-17,45.16,45.34,44.811,44.995,20.02
2020-08-14,44.811,45.252,44.737,44.958,22.32
2020-08-13,45.298,45.363,44.494,44.655,24.77
2020-08-12,44.756,45.298,44.36,45.234,30.69
2020-08-11,45.639,45.73,44.195,44.314,35.35
2020-08-10,44.324,45.418,44.195,45.261,37.44
2020-08-07,44.627,44.737,43.864,44.167,36.77
2020-08-06,44.866,44.894,44.232,44.664,23.80
2020-08-05,45.413,45.413,44.445,44.682,29.47
2020-08-04,44.39,44.883,44.299,44.874,29.05
2020-08-03,44.088,44.414,43.604,44.116,31.77
2020-07-31,43.961,44.136,42.901,43.595,46.57
2020-07-30,43.687,44.299,43.467,43.833,39.74
2020-07-29,45.203,45.212,43.751,43.906,60.50
2020-07-28,45.194,45.879,44.883,44.974,62.36
2020-07-27,46.609,46.71,45.18,45.276,107.53
2020-07-24,47.632,47.66,45.212,46.207,182.27
2020-07-23,55.949,56.392,54.784,55.168,43.52
2020-07-22,55.999,56.414,55.369,55.761,18.96
2020-07-21,56.186,56.563,55.204,55.442,19.83
2020-07-20,54.875,56.063,54.199,55.853,16.87
2020-07-17,54.273,55.222,54.145,54.802,16.32
2020-07-16,53.469,54.218,53.341,54.017,12.43
2020-07-15,53.916,54.199,53.359,53.916,20.03
2020-07-14,52.86,54.117,52.377,53.871,24.23
2020-07-13,54.656,55.369,53.332,53.505,19.09
2020-07-10,52.93,54.519,52.82,54.373,17.74
2020-07-09,53.158,53.656,52.702,53.359,20.68
2020-07-08,53.387,53.61,52.912,53.533,13.28
2020-07-07,53.953,54.41,53.103,53.259,16.00
2020-07-06,53.633,54.455,53.524,54.382,20.58
2020-07-02,54.062,54.629,53.862,54.008,15.58
2020-07-01,54.72,54.83,53.67,53.715,14.76
2020-06-30,53.624,54.784,53.469,54.647,31.54
2020-06-29,52.491,53.295,51.843,53.222,22.15
2020-06-26,53.423,53.642,52.126,52.519,38.48
2020-06-25,53.871,53.971,52.501,53.441,21.91
2020-06-24,54.473,54.624,53.588,53.971,27.76
2020-06-23,54.976,55.232,54.676,54.729,22.81
2020-06-22,54.556,55.30,53.734,54.885,22.85
2020-06-19,55.396,55.615,53.98,54.455,60.32
2020-06-18,55.122,55.268,54.181,54.875,24.90
2020-06-17,55.478,55.971,54.857,55.25,20.45
2020-06-16,56.163,56.309,54.336,55.168,23.23
2020-06-15,54.19,55.131,53.505,54.894,29.65
2020-06-12,54.903,55.679,53.086,54.19,30.42
2020-06-11,57.561,57.816,54.364,54.528,27.00
2020-06-10,57.351,58.72,57.314,58.337,21.37
2020-06-09,57.536,58.191,57.451,57.579,23.59
2020-06-08,58.428,58.593,57.488,58.154,21.55
2020-06-05,57.871,59.47,57.689,58.766,26.81
2020-06-04,56.392,57.972,56.03,57.515,22.01
2020-06-03,57.04,57.122,56.20,56.565,16.74
2020-06-02,56.355,56.784,55.556,56.739,20.70
2020-06-01,57.072,57.232,56.318,56.501,14.33
2020-05-29,56.538,58.145,56.282,57.478,33.40
2020-05-28,57.542,57.953,56.163,56.355,17.26
